feature	kingdom	phylum	class	order	family	genus	species
4222600174b42db4178c73bfc39aa5a2	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Oribacterium	na
5dd99fd006aca7f0864d556acc45d305	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Oribacterium	na
e45d101d20114c014e67aab81a4bbaa8	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Oribacterium	na
c41d36ca043581a6384d08a9690e33fa	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Oribacterium	na
9dda82a62d461c8f6e48841094bebdf8	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	G11	G11_sp900103495
a1aa6bcc940dfc8d51d1b6349f5724ea	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	G11	G11_sp900103495
edcb24a7cd5fd2ab7b0684799a8d34f5	Bacteria	Spirochaetota	Spirochaetia	Treponematales	Treponemataceae	Treponema_D	na
5d67b8af96a2df35d13d1a1d00851e9d	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Oribacterium	na
a434b086422de4eb28db6eb59464ee21	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
0711046542befa638ce22cc29f80b2db	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Oribacterium	na
65569568b7bd866345926cdfa1cac713	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
25c9cf29108f9450f69a5d3303a5774f	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Oribacterium	na
8b71b98248485b7b7779d263c1d68553	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	G11	G11_sp900103495
5fe5af1eaaef6733dc4976088ce97f2c	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
ce0c9a2b7960657410134a05ab773c5b	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
59290d58a2b750a2e0e5461eff064731	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
f5f39adbb616089fec45b3a07c5739d4	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
b8dcecf5b9e05c3dcd6ab026959e8e20	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
4f338d5c9efcb3443e52da04a616e65f	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
20726e9e416cad159b9521a875b394f4	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
92048e9f4ab9a9495330424f71137438	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
f9551fe75d80e04256d193a0b3e8fdc9	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
a3e488d9ffb8b9642643a5f8c79e10d4	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
e6076f063420780512efb3ea04d3dfdc	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
c976c3947a797c99163229f4e629da94	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Roseburia	Roseburia_inulinivorans
6d161609f6e31b4da529ec96dbb61233	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
528fad59f8f8a83c24928b5b412e6126	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Roseburia	Roseburia_inulinivorans
8ee3d436001f66c95312f3bd138e6a5c	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
87df3727e725290ee0edec0c7af348f5	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
cee822fd87f1607996f5c483ff00874b	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
6127048031b75b3f50105587e6be5b92	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
8ece82e017d26d2833756a7048bf272f	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
a34e40e5bc96fcac7792db2f819c92aa	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
cc9cb1eadee691cf1409a254d32f4485	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
64b08aa5d35d922be1f4899680815ad3	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Agathobacter_164119	Agathobacter_ruminis
1ef56f49d0dafa90bdc1a6d6ff33ffe4	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
6ec7dcc9f5e1b6cee92a1935575cdb1b	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
29fb6fcdd20118df4f486e03fd1952b6	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
70452a7533781c2e686c7f9986d63457	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
fe4aa34e448ce14ee0bd6b5b31de39e4	Bacteria	na	na	na	na	na	na
d33d39dbcfc01f27c3d6cb6dc2a602c4	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
b2eea48ee8d0a4d956eec10b79a94cb8	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
698ba996b6292d80cd0bc26d29808908	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
c4fee12e068bec0a73940f6a484da3d4	Bacteria	Bacteroidota	Bacteroidia	na	na	na	na
50fa30c0dfc3917e9cd1bf4662347edc	Bacteria	Firmicutes_D	Bacilli	RFN20	CAG-826	UBA2450	na
e6ff4f8ff4bc2059d23f5ecccb6569b8	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Paralachnospira	na
2192c3f5cf6304fed418b9303bed316e	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Paralachnospira	na
f9bea9500c87424ee3c954b13db17919	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Paralachnospira	na
0e3396ddfc58e4fe4520c7013f187b00	Bacteria	Spirochaetota	Spirochaetia	Treponematales	Treponemataceae	Treponema_D	na
46f56a0a0cdbca2cb0d366ec7eb6f70b	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Agathobacter_164119	Agathobacter_ruminis
da5776953479a9d1e31620c21131df8c	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
911334ef0ce1049c1a574c23c76113e2	Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	CAG-138	PeH17	PeH17_sp900542285
2f34f6eb0c5406f72ba65ca7e315b8e3	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Agathobacter_164117	Agathobacter_rectalis
5fc694e96febe5e690399cfa980e09b2	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
18f745b36f44fbda286fa5222d559bba	Bacteria	na	na	na	na	na	na
c706c509fcb7ad0717ddcc5c5c8866b0	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
024f4478202263d712ff2988d5eaec8b	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
62eef6a35f1d2392dbb18c6f1f7eb75f	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
b13111960e024a8fd12e2730ef2a7da9	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Pseudobutyrivibrio	na
1eb04dc85f067ef95424d1d1c40d1ed8	Bacteria	na	na	na	na	na	na
63e67325e994b52bde380dc23ba97d59	Bacteria	Firmicutes_D	Bacilli	RF39	UBA660	na	na
f705280c321a82ddfd76dd791f2024f1	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Agathobacter_164119	na
fc8501157ad21565398866a7ab8edbfa	Bacteria	na	na	na	na	na	na
6b67e9e9e7660fa932c04214612766e0	Bacteria	Firmicutes_D	Bacilli	RFN20	CAG-826	UBA3207	na
9c348a1272547072817c8ff0610752d4	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
9d841e20946d311b5e25575f346cd58c	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Agathobacter_164119	Agathobacter_ruminis
eb4b2dfe745e01fb27ed85493b36a54c	Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	CAG-138	PeH17	PeH17_sp900542285
7dadfa42871a920f4c12fdda3a7b12ef	Bacteria	na	na	na	na	na	na
9d6894c4a10accb5dd08736a40097165	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
1a91166ad023ec1ae6d96dd65eb02441	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
356e64c60e33b4e61fe9fc4ed3c19dda	Bacteria	Fibrobacterota	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	Fibrobacter	na
303f425b89c45a49ed8dbaa746b8f76d	Bacteria	Firmicutes_D	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	na
ebdf8c1b9aa5a9051fefaaac881c2c6f	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
fa0151916d64f7cd163d85fccd9911b2	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
4f728b477fc71cee877b4b4264abcfc1	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Agathobacter_164119	na
8fe987fd2172cb7137ae757dc3c87077	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Agathobacter_164119	na
86bd520eb23b1ce84e7d4d8b93e76b13	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
12528b73c5683eb893e52eb8d28818de	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
f45568376d7aeb27c65cbf58fe0582d6	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Agathobacter_164117	Agathobacter_rectalis
905a4fab46f93ea58f579059705fc409	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
3a8a958dbf69768bb5df842f6b983dd6	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
1230e363f62adb07910e4f39b9143c66	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
f680a766467e367c990adb30d949e9d7	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Agathobacter_164119	na
a4c79477445fbb8e666a284e8142a9f4	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Agathobacter_164119	na
0daae53cee0f1b759afa8d9f8c8f22bb	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Agathobacter_164119	na
eb91113b340d440804aa90fee10efaff	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	JC017	JC017_sp004296775
1b2d7dcd0afc8f0b237b51fc5e5c5d05	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Agathobacter_164119	na
79a301581fd1749cb4f0962aae6c343f	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Agathobacter_164119	Agathobacter_ruminis
ecd19fbc91cb6e3ac5bb230e4185739f	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Agathobacter_164119	na
df9a5da83b34edec3ad4bf019d863ae7	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Agathobacter_164119	Agathobacter_ruminis
919132b95d3ab537fa117e0e10b42585	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Agathobacter_164119	na
21c8f84f4ebbb3aed628e9f13670883e	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Agathobacter_164119	Agathobacter_ruminis
b0085eaa27b668f187a126efc12bc1eb	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Agathobacter_164119	Agathobacter_ruminis
d1f9f7f12af6c909dea3f9ce820dc713	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Agathobacter_164119	na
6171f5d66e9df51f715412b6456a6f65	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Agathobacter_164119	na
f461e75f38b6c48257c41cf93c5bebd3	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Agathobacter_164119	Agathobacter_ruminis
ecaa7ee043d8321917550661e287fd69	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Agathobacter_164119	Agathobacter_ruminis
9eaf1d1822a6df823ed92444e4c0e9e8	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Agathobacter_164119	Agathobacter_ruminis
11081ae6aa9d51621c592114774edb88	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Agathobacter_164119	Agathobacter_ruminis
ddbd2fee35829315def4b75612f6b58f	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
ff0a49893ac48eb5ed6f85a5a7bb7d9a	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Agathobacter_164119	Agathobacter_ruminis
d400f2da3d5dd80b8d44175f661316b2	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Agathobacter_164119	Agathobacter_ruminis
6e378546f13579727e8bf67ed8296a1d	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Agathobacter_164119	Agathobacter_ruminis
a44e8f069ecc2107ad799f7a1a5becaa	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Agathobacter_164119	Agathobacter_ruminis
f95ef95e17e701c04b8bdbdbff1e26b4	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
a577f49ce79def297f59c737f3d86400	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Agathobacter_164119	Agathobacter_ruminis
361c1f1ff21d77cb90af867004b00748	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Agathobacter_164119	Agathobacter_ruminis
2f45806d56699769cc6ca6d9e89342ab	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Agathobacter_164119	Agathobacter_ruminis
1ab06cf2730dffc8c7c93049ea385fb4	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Agathobacter_164119	Agathobacter_ruminis
48a39e9026bcfdb4d3f807d3c0dcd1ce	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Agathobacter_164119	na
37bead34d00edebb1d0148236e9d6ec0	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Agathobacter_164119	Agathobacter_ruminis
18a72d717b7c2f257ebe05f19b9c64e0	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Agathobacter_164119	Agathobacter_ruminis
ff07a24f82353e91b892b82c3cb8d918	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Agathobacter_164119	Agathobacter_ruminis
97851b92f79c09a9596bd9f131ab7d86	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Agathobacter_164119	Agathobacter_ruminis
113005612ab72b10692a275ebc16afbe	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Agathobacter_164119	Agathobacter_ruminis
cc3487eeffe198cea9e4fd296faaf4d0	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Agathobacter_164119	Agathobacter_ruminis
03549f675738040e720a059b31cbd4e7	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Agathobacter_164119	Agathobacter_ruminis
703bce98421f97a9dd41a4d11934eb0e	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
023500d0cecae66ce72fd2d9a837e7b1	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Agathobacter_164119	Agathobacter_ruminis
c195650ca284daa70310805c484cb69a	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Agathobacter_164119	Agathobacter_ruminis
b21837b20564be80f8341f742c01d4cd	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Roseburia	na
36aefbf6e1d4e86e5b11d6f58470e70c	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Agathobacter_164119	Agathobacter_ruminis
b51c7c9da4bb38c504a5b4a7b9ace9ba	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Agathobacter_164119	Agathobacter_ruminis
7b74135141dac5264fa307257b9f0b44	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Agathobacter_164119	na
f6e411462ace6f637a7bdedc705a8ed0	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Agathobacter_164119	Agathobacter_ruminis
b4f3ddfc96ab0436311e41aeca494212	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Agathobacter_164119	Agathobacter_ruminis
d42a9cf7e1a59269087ff9ff7352068f	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Agathobacter_164119	Agathobacter_ruminis
b7909f373e81d792eb987f306c9df9e2	Bacteria	na	na	na	na	na	na
8a18d49ee3401739ad736146ab8470f8	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
8c88abdcf6102737b54d1de86eaea58f	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
a646c9c0ced2ef86b0cafad225aca443	Bacteria	Spirochaetota	Spirochaetia	Treponematales	Treponemataceae	Treponema_D	na
ac41a4cd64fc1e6b1e2357b5056ae79d	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Agathobacter_164119	na
1fc610b18f0bebfc9e6e381ed57ab801	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Agathobacter_164119	na
eb5c28f1e018d67b088fd943de5def19	Bacteria	Firmicutes_A	Clostridia_258483	na	na	na	na
078f6e132599ef4cdac9b51f9031c033	Bacteria	Firmicutes_A	Clostridia_258483	Clostridiales	Clostridiaceae_222000	na	na
04e4a376c791d80611ceba52c1ad3d52	Bacteria	Firmicutes_A	Clostridia_258483	Peptostreptococcales	Anaerovoracaceae	RUG11894	RUG11894_sp902773665
26339d65ba636046f7233238f0aec87a	Bacteria	Firmicutes_A	Clostridia_258483	Peptostreptococcales	Anaerovoracaceae	RUG11894	RUG11894_sp902773665
702d159275733df3fbaa4a1afcabb106	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	XBB2008	XBB2008_sp900102235
1191623017ecb1bcf209f6fb423328db	Bacteria	Spirochaetota	Spirochaetia	Treponematales	Treponemataceae	Treponema_D	na
544938d1d06db48a70341b015adcd4ab	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Agathobacter_164119	Agathobacter_ruminis
649537a8c99504b7be5d3273bb6a85a2	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
1ec54d88e9a1862fe77d3af15650c063	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
dee2da52e4957937fadb65a9ece20334	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Agathobacter_164119	Agathobacter_ruminis
7af6433e69479ac58ebedad37c266608	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Agathobacter_164119	Agathobacter_ruminis
e1f587b63d27ce8cf608531f546c6f67	Bacteria	na	na	na	na	na	na
08ca6c69f3748d6ab7bd9946315bf21c	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	na	na
e274c8848384ec7c4e202eeec5534a21	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Agathobacter_164119	na
3c7e6fc844d16a1c7e28ef4ffcd223f5	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Agathobacter_164119	Agathobacter_ruminis
e9f868f4bfdeb028ecb7fd9cea3a96d3	Bacteria	Firmicutes_A	Clostridia_258483	Christensenellales	CAG-138	PeH17	PeH17_sp900542285
e17b00c18b630be99393d689fa0746b6	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
6333141e3fb0259c9f3928153a89d73d	Bacteria	Firmicutes_D	Bacilli	RFN20	CAG-826	na	na
402cb4e9fb44cd36a2b14ecccdea1825	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
8ba44f9a4dcfb723bdc6287d60086e22	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
c482bd1f82bbd377ea8bc34d94e62090	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
39e706c20ed9c387500815a8b0a6086d	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
3e97ff329302234cdeba588c61265745	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
e9c49c995f0b0c892e6234199316f43a	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
6de4cdeb6b3754a065be8b1ef17ca394	Bacteria	Firmicutes_D	Bacilli	RF39	UBA660	na	na
c00d1ec76e7049d08c06d5f7090440d4	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	na	na
cdcf137b3a334a0e10f8da5c94cca17a	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
b6bf6a30aaac759328807ecf0fbae818	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
d546e359ec25723110846945630c5185	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
dbd0961c51b803eb5c9ddbf3350ab3a5	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
f426f6b24068f74c626b9fb1d68aaad0	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
50e2eb0bbf15577d735d88df7052ae6c	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
b79bf740fe770f1b3888b77064d63e5d	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
c6c8b1a0a37744d2d1a6309a26bec44d	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
c5c3875bf7b92590afee0d64f1fba3b3	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
7598b89433e57b9d9027406d9bcd7911	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
def9a8389cf6c6f523073cfb9bda1078	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
c5aeb18ec0c85c5ca7c19624cef2e73f	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
712029fe8a8fe4db23a2510edc467c98	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
7dd1cf203e189b375ad9d0ca10e1ff54	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
3f4d1b08838d10fa92a4e7738c8271c4	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Butyribacter	Butyribacter_intestini
27bd77d1d61adf1b3c56acefd2e75ea5	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Butyribacter	Butyribacter_sp003612285
cd8c29198a888fd7bf3a1fa9a7470e68	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Agathobacter_164119	na
5e92d61207929d0f0570e4a6663946b4	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
809f9a163d3d18693d96792b150b997e	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
5a8557265e67b88198f0946563c8d21a	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
d01e32eb5779f6173b08e08cf0e70bef	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
b8a5593fdf912895859d62da70a61dd1	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Butyribacter	Butyribacter_sp003612285
d5637c945e6298845718c8f988d5033e	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Butyribacter	Butyribacter_sp003612285
1b211b390c5941498732e7e668cb661c	Bacteria	Firmicutes_D	Bacilli	RF39	UBA660	na	na
107ba9e622c5d1bbddeeba3805d1bb23	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	Cryptobacteroides_sp900320795
3b12d6f22a0d2988e3bbe7faf621a1c8	Bacteria	Firmicutes_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium_A	Phascolarctobacterium_A_sp900545025
694bda6b972a020e3c68402a5cadb249	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
76d4249e41c6994c83610ebdab43f843	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	na
0e2c25a2ccdc62fe03db1dac4a14f414	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
e4a8230ab7c80d46df32bf2883e7d184	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
fc8a90a702ad43dc8810c6f67fb92daa	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
a8018220df072b3cd22a38bb6e413337	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
582ec1fcf9e4566c99d6566ecfb9b86d	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	na	na
